row_id,probe,condition,video_id,question_id,category_key,category_label,model_key,model_name,a_prior,a_visual,chosen_answer_type,is_correct,supports_logprob,logprob_prior,logprob_visual
385,I-A-category,reversed,water_splashing_v_00,water_splashing_q_00,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
386,I-A-category,reversed,water_splashing_v_01,water_splashing_q_01,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
387,I-A-category,reversed,water_splashing_v_02,water_splashing_q_02,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
388,I-A-category,reversed,water_splashing_v_03,water_splashing_q_03,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
389,I-A-category,reversed,water_splashing_v_04,water_splashing_q_04,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
390,I-A-category,reversed,water_splashing_v_05,water_splashing_q_05,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
391,I-A-category,reversed,water_splashing_v_06,water_splashing_q_06,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
392,I-A-category,reversed,water_splashing_v_07,water_splashing_q_07,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
393,I-A-category,reversed,water_splashing_v_08,water_splashing_q_08,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
394,I-A-category,reversed,water_splashing_v_09,water_splashing_q_09,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
395,I-A-category,reversed,water_splashing_v_10,water_splashing_q_10,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
396,I-A-category,reversed,water_splashing_v_11,water_splashing_q_11,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
397,I-A-category,reversed,water_splashing_v_12,water_splashing_q_12,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
398,I-A-category,reversed,water_splashing_v_13,water_splashing_q_13,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
399,I-A-category,reversed,water_splashing_v_14,water_splashing_q_14,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
400,I-A-category,reversed,water_splashing_v_15,water_splashing_q_15,water_splashing,Water splashing,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
401,I-A-category,reversed,water_splashing_v_00,water_splashing_q_00,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
402,I-A-category,reversed,water_splashing_v_01,water_splashing_q_01,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
403,I-A-category,reversed,water_splashing_v_02,water_splashing_q_02,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
404,I-A-category,reversed,water_splashing_v_03,water_splashing_q_03,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
405,I-A-category,reversed,water_splashing_v_04,water_splashing_q_04,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
406,I-A-category,reversed,water_splashing_v_05,water_splashing_q_05,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
407,I-A-category,reversed,water_splashing_v_06,water_splashing_q_06,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
408,I-A-category,reversed,water_splashing_v_07,water_splashing_q_07,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
409,I-A-category,reversed,water_splashing_v_08,water_splashing_q_08,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
410,I-A-category,reversed,water_splashing_v_09,water_splashing_q_09,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
411,I-A-category,reversed,water_splashing_v_10,water_splashing_q_10,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
412,I-A-category,reversed,water_splashing_v_11,water_splashing_q_11,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
413,I-A-category,reversed,water_splashing_v_12,water_splashing_q_12,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
414,I-A-category,reversed,water_splashing_v_13,water_splashing_q_13,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
415,I-A-category,reversed,water_splashing_v_14,water_splashing_q_14,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
416,I-A-category,reversed,water_splashing_v_15,water_splashing_q_15,water_splashing,Water splashing,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
417,I-A-category,reversed,water_splashing_v_00,water_splashing_q_00,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
418,I-A-category,reversed,water_splashing_v_01,water_splashing_q_01,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
419,I-A-category,reversed,water_splashing_v_02,water_splashing_q_02,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
420,I-A-category,reversed,water_splashing_v_03,water_splashing_q_03,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
421,I-A-category,reversed,water_splashing_v_04,water_splashing_q_04,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
422,I-A-category,reversed,water_splashing_v_05,water_splashing_q_05,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
423,I-A-category,reversed,water_splashing_v_06,water_splashing_q_06,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
424,I-A-category,reversed,water_splashing_v_07,water_splashing_q_07,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
425,I-A-category,reversed,water_splashing_v_08,water_splashing_q_08,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
426,I-A-category,reversed,water_splashing_v_09,water_splashing_q_09,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
427,I-A-category,reversed,water_splashing_v_10,water_splashing_q_10,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
428,I-A-category,reversed,water_splashing_v_11,water_splashing_q_11,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
429,I-A-category,reversed,water_splashing_v_12,water_splashing_q_12,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
430,I-A-category,reversed,water_splashing_v_13,water_splashing_q_13,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
431,I-A-category,reversed,water_splashing_v_14,water_splashing_q_14,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
432,I-A-category,reversed,water_splashing_v_15,water_splashing_q_15,water_splashing,Water splashing,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
433,I-A-category,reversed,water_splashing_v_00,water_splashing_q_00,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
434,I-A-category,reversed,water_splashing_v_01,water_splashing_q_01,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
435,I-A-category,reversed,water_splashing_v_02,water_splashing_q_02,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
436,I-A-category,reversed,water_splashing_v_03,water_splashing_q_03,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
437,I-A-category,reversed,water_splashing_v_04,water_splashing_q_04,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
438,I-A-category,reversed,water_splashing_v_05,water_splashing_q_05,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
439,I-A-category,reversed,water_splashing_v_06,water_splashing_q_06,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
440,I-A-category,reversed,water_splashing_v_07,water_splashing_q_07,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
441,I-A-category,reversed,water_splashing_v_08,water_splashing_q_08,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
442,I-A-category,reversed,water_splashing_v_09,water_splashing_q_09,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
443,I-A-category,reversed,water_splashing_v_10,water_splashing_q_10,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
444,I-A-category,reversed,water_splashing_v_11,water_splashing_q_11,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
445,I-A-category,reversed,water_splashing_v_12,water_splashing_q_12,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
446,I-A-category,reversed,water_splashing_v_13,water_splashing_q_13,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
447,I-A-category,reversed,water_splashing_v_14,water_splashing_q_14,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
448,I-A-category,reversed,water_splashing_v_15,water_splashing_q_15,water_splashing,Water splashing,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
449,I-A-category,reversed,water_splashing_v_00,water_splashing_q_00,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
450,I-A-category,reversed,water_splashing_v_01,water_splashing_q_01,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
451,I-A-category,reversed,water_splashing_v_02,water_splashing_q_02,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
452,I-A-category,reversed,water_splashing_v_03,water_splashing_q_03,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
453,I-A-category,reversed,water_splashing_v_04,water_splashing_q_04,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
454,I-A-category,reversed,water_splashing_v_05,water_splashing_q_05,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
455,I-A-category,reversed,water_splashing_v_06,water_splashing_q_06,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
456,I-A-category,reversed,water_splashing_v_07,water_splashing_q_07,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
457,I-A-category,reversed,water_splashing_v_08,water_splashing_q_08,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
458,I-A-category,reversed,water_splashing_v_09,water_splashing_q_09,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
459,I-A-category,reversed,water_splashing_v_10,water_splashing_q_10,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
460,I-A-category,reversed,water_splashing_v_11,water_splashing_q_11,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
461,I-A-category,reversed,water_splashing_v_12,water_splashing_q_12,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
462,I-A-category,reversed,water_splashing_v_13,water_splashing_q_13,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
463,I-A-category,reversed,water_splashing_v_14,water_splashing_q_14,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
464,I-A-category,reversed,water_splashing_v_15,water_splashing_q_15,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
465,I-A-category,reversed,water_splashing_v_00,water_splashing_q_00,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
466,I-A-category,reversed,water_splashing_v_01,water_splashing_q_01,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
467,I-A-category,reversed,water_splashing_v_02,water_splashing_q_02,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
468,I-A-category,reversed,water_splashing_v_03,water_splashing_q_03,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
469,I-A-category,reversed,water_splashing_v_04,water_splashing_q_04,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
470,I-A-category,reversed,water_splashing_v_05,water_splashing_q_05,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
471,I-A-category,reversed,water_splashing_v_06,water_splashing_q_06,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
472,I-A-category,reversed,water_splashing_v_07,water_splashing_q_07,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
473,I-A-category,reversed,water_splashing_v_08,water_splashing_q_08,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
474,I-A-category,reversed,water_splashing_v_09,water_splashing_q_09,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
475,I-A-category,reversed,water_splashing_v_10,water_splashing_q_10,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
476,I-A-category,reversed,water_splashing_v_11,water_splashing_q_11,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
477,I-A-category,reversed,water_splashing_v_12,water_splashing_q_12,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
478,I-A-category,reversed,water_splashing_v_13,water_splashing_q_13,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
479,I-A-category,reversed,water_splashing_v_14,water_splashing_q_14,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
480,I-A-category,reversed,water_splashing_v_15,water_splashing_q_15,water_splashing,Water splashing,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
